ссылаться_VERB	refer_NOUN
поля_NOUN	poli_NOUN
кулон_NOUN	necklace_NOUN
основать_VERB	founde_VERB
эриксня_ADJ	eriksen_ADV
будучност_NOUN	budunost_ADV
нападение_NOUN	assault_VERB
гимназий_NOUN	gymnasium_NOUN
представлять_VERB	picture_VERB
ммк_NOUN	cmi_NOUN
диаз_NOUN	diaz_PROPN
выпечка_NOUN	pastry_NOUN
сборник_NOUN	compilation_NOUN
яновский_ADJ	janowski_NOUN
переписка_NOUN	conversation_NOUN
пауза_NOUN	pause_VERB
онт_NOUN	ont_ADJ
гать_VERB	ghali_NOUN
арзамас_NOUN	arzama_NOUN
нетто_ADJ	net_VERB
перспективный_ADJ	prospective_ADJ
ханс_NOUN	han_NOUN
присудить_VERB	award_VERB
горючий_NOUN	combustible_ADJ
крючок_NOUN	hook_NOUN
кофе_NOUN	coffee_NOUN
разряд_NOUN	single_NOUN
младен_NOUN	mladenofifth_ADJ
проза_NOUN	prose_NOUN
стефан_NOUN	stephen_ADV
возобновлять_VERB	renew_NOUN
курить_VERB	smoke_NOUN
канал_NOUN	canal_NOUN
боголюб_NOUN	bogolyubofifth_ADJ
вазген_ADJ	vazgen_ADV
рамирес_NOUN	ramrez_PROPN
проективный_ADJ	projective_ADJ
сокращение_NOUN	abbreviation_NOUN
унгерн_NOUN	ungern_ADJ
психология_NOUN	psychology_NOUN
выигрыш_NOUN	winn_VERB
межпарламентский_ADJ	interparliamentary_ADV
напоминать_VERB	recall_VERB
зать_VERB	zay_ADV
вооружение_NOUN	arm_NOUN
тропик_NOUN	tropic_NOUN
различный_ADJ	diverse_ADJ
хестер_NOUN	hest_ADV
ребёнка_NOUN	child_NOUN
расстройство_NOUN	frustration_NOUN
впоследствии_ADV	subsequently_ADV
орнитолог_NOUN	birdwatcher_NOUN
лютик_NOUN	buttercup_VERB
розалинда_NOUN	rosalind_VERB
бурдж_NOUN	burj_PROPN
рогатый_ADJ	horn_VERB
уничтожить_VERB	destroy_VERB
абд_NOUN	ab_ADV
пунтаренас_NOUN	puntarena_NOUN
фара_NOUN	headlight_NOUN
багсь_NOUN	bugsy_NOUN
йовович_NOUN	jovovich_VERB
обвинение_NOUN	indictment_NOUN
отцовство_NOUN	fatherhood_NOUN
посягательство_NOUN	encroachment_NOUN
богомолово_NOUN	bogomolofifth_ADJ
экзюперь_NOUN	exupry_ADV
контроль_NOUN	control_VERB
нейрохирургия_NOUN	neurosurgery_ADV
хейдный_ADJ	hayden_ADV
тория_NOUN	torii_NOUN
фидж_NOUN	fiji_NOUN
учитель_NOUN	teacher_NOUN
бейль_NOUN	bailey_NOUN
уклонение_NOUN	evad_VERB
вартислава_NOUN	wartislaw_VERB
некуда_ADV	nowhere_ADV
белье_NOUN	laundry_ADV
агитация_NOUN	canvasse_VERB
дико_ADV	wildly_ADV
хьюитт_NOUN	hewitt_VERB
эксплуатация_NOUN	operation_NOUN
легкий_ADJ	easy_ADJ
племянник_NOUN	nephew_NOUN
аннуть_NOUN	annette_VERB
фалеза_NOUN	falaise_VERB
будивельник_NOUN	budivelnyk_VERB
красноармейский_ADJ	krasnoarmeysky_ADV
ансь_NOUN	annecy_ADV
гук_NOUN	hoeak_VERB
достаток_NOUN	affluence_NOUN
адский_NOUN	infernal_ADJ
осудить_VERB	condemn_VERB
печь_NOUN	oven_ADV
мароня_NOUN	maroni_NOUN
излишество_NOUN	frill_NOUN
халеакал_NOUN	haleakal_ADJ
кузнецкий_ADJ	kuznetsky_ADV
розовый_ADJ	ro_NOUN
изобретательность_NOUN	ingenuity_NOUN
предлагать_VERB	suggest_NOUN
копировать_VERB	copy_VERB
газ_NOUN	gass_VERB
геймер_NOUN	gamer_NOUN
платить_VERB	pay_NOUN
перехват_NOUN	interception_NOUN
авторитетно_ADV	authoritatively_ADV
регистрация_NOUN	registration_NOUN
карапет_NOUN	karapet_VERB
эйка_NOUN	eicke_VERB
филиал_NOUN	affiliate_VERB
оглушить_VERB	stun_NOUN
скромно_ADV	humbly_ADV
лодыжок_NOUN	ankle_NOUN
дипломатическ_ADJ	diplomatically_ADV
корган_NOUN	corgin_NOUN
маран_NOUN	maran_NOUN
пакистан_NOUN	pakistan_NOUN
переместить_VERB	displace_VERB
майен_NOUN	mayen_ADV
вермонт_NOUN	vermont_NOUN
водонепроницать_ADJ	watertay_NOUN
плотникова_ADJ	plotnikofifth_ADJ
корейск_NOUN	korean_ADJ
монино_NOUN	monino_ADV
помехи_NOUN	static_ADJ
мошенник_NOUN	fraudster_NOUN
утрехта_NOUN	utrecht_NOUN
гудок_NOUN	horn_VERB
дура_NOUN	fool_VERB
кассино_NOUN	cassinumber_NOUN
свердруп_NOUN	sverdrup_VERB
раньерь_NOUN	ranieri_NOUN
хан_NOUN	khan_NOUN
исход_NOUN	exodus_ADV
лайка_NOUN	like_NOUN
марсель_NOUN	marseille_NOUN
николь_ADV	nicole_ADV
процесс_NOUN	process_NOUN
ольгерд_NOUN	algirdas_NOUN
постель_NOUN	be_VERB
антропоморфный_ADJ	anthropomorphic_ADJ
пьеса_NOUN	play_NOUN
нелюдь_NOUN	inhuman_NOUN
семя_NOUN	seman_NOUN
многонациональный_ADJ	plurinational_ADJ
подушка_ADV	cushion_NOUN
месси_NOUN	messi_NOUN
мегрэ_NOUN	maigret_VERB
сброс_NOUN	resett_VERB
украсить_VERB	grace_VERB
подтверждение_NOUN	confirm_NOUN
перебить_VERB	interrupt_VERB
накаливание_NOUN	filament_NOUN
теология_NOUN	theology_ADV
заполнение_NOUN	fill_ADV
префект_NOUN	prefect_NOUN
афинянин_NOUN	athenian_NOUN
припять_VERB	pripyat_ADV
мох_NOUN	mox_NOUN
затворник_NOUN	recluse_VERB
заговор_NOUN	conspiracy_NOUN
ежемесячный_ADJ	monthly_ADV
чувствовать_VERB	feel_ADV
портрет_NOUN	portraiture_NOUN
потолок_NOUN	ceil_VERB
владеть_VERB	ow_VERB
аванс_NOUN	advance_NOUN
титулярный_ADJ	titular_ADJ
провоцировать_VERB	provok_VERB
сильно_ADJ	strong_ADJ
равновесие_NOUN	equilibrium_NOUN
обойти_VERB	bypass_NOUN
чирик_NOUN	chirikofifth_ADJ
нижинский_ADJ	nijinsky_ADV
хенль_NOUN	henley_ADV
мультика_NOUN	cartoon_NOUN
исследовать_VERB	explore_ADV
вера_NOUN	vere_ADV
супермаркет_NOUN	supermarket_NOUN
фарватер_NOUN	fairway_ADV
перенаправление_NOUN	redirection_NOUN
витковица_NOUN	vtkovice_NOUN
употребление_NOUN	usage_NOUN
липска_NOUN	lipsky_NOUN
некомпетентно_ADJ	incompetent_ADJ
род_NOUN	maternity_NOUN
чак_NOUN	chuck_VERB
трамвай_NOUN	tramway_NOUN
изъятие_NOUN	seizure_NOUN
трепет_NOUN	thrill_ADV
диаграмма_NOUN	chart_NOUN
предшествовать_VERB	precede_ADV
уэлч_NOUN	welch_VERB
лепс_NOUN	leps_NOUN
плитка_NOUN	tile_NOUN
церн_NOUN	cern_VERB
котт_NOUN	cotte_VERB
мазок_NOUN	swab_NOUN
торь_NOUN	tory_ADV
менендо_NOUN	menndez_PROPN
бастион_NOUN	bulwark_VERB
эркола_NOUN	ercole_ADV
лип_NOUN	lip_VERB
тьеррь_NOUN	thierry_ADV
тайваня_NOUN	taiwanis_NOUN
кётно_NOUN	kothen_ADV
минимизация_NOUN	minimization_NOUN
пэлтроу_NOUN	paltrow_VERB
чонсь_NOUN	chauncey_NOUN
болит_NOUN	sore_ADV
глобально_ADV	globally_ADV
тнк_NOUN	tnc_NOUN
мститель_NOUN	vigilante_VERB
обеспокоенность_NOUN	concern_VERB
каганата_NOUN	khaganate_VERB
конструктивный_ADJ	constructive_ADJ
месть_NOUN	vengeance_NOUN
рифф_NOUN	riff_NOUN
монополия_NOUN	monopoly_NOUN
замера_NOUN	measurement_NOUN
перифразировать_VERB	rephrase_VERB
дженовез_NOUN	genovis_VERB
тибо_ADV	thibault_NOUN
подвид_NOUN	subspecy_NOUN
бой_NOUN	fight_NOUN
сга_NOUN	msp_VERB
дезинформация_NOUN	misinformation_NOUN
либертадорес_NOUN	libertadore_NOUN
палестинец_NOUN	palestinian_NOUN
долина_NOUN	valley_NOUN
владимир_NOUN	vladimirofifth_ADJ
предложение_NOUN	offer_ADV
сыр_NOUN	cheese_NOUN
сорт_NOUN	variety_NOUN
люсьен_NOUN	lucien_ADV
джа_NOUN	joy_ADV
инспектор_NOUN	inspector_NOUN
азербайджан_ADJ	azerbaijani_NOUN
чёрный_ADJ	black_NOUN
недоумение_NOUN	perplex_VERB
кентерберь_NOUN	canterbury_NOUN
кокс_NOUN	cox_NOUN
недоступность_NOUN	inaccessibility_NOUN
халл_NOUN	hull_ADV
бешенство_NOUN	raby_NOUN
предоставление_NOUN	grant_VERB
поворачивать_VERB	turn_NOUN
индийский_NOUN	indian_ADJ
казначейство_NOUN	treasury_ADV
общежитие_NOUN	dormitory_ADV
звенигород_NOUN	zvenigorod_ADV
похороны_NOUN	burial_ADJ
шмалькальсти_NOUN	schmalkalden_ADV
приблизительно_ADV	approximate_VERB
ридель_NOUN	riedel_NOUN
муреш_NOUN	mure_NOUN
верховенство_NOUN	supremacy_NOUN
гданьск_NOUN	gdansk_VERB
участница_NOUN	contestan_ADJ
любить_NOUN	belove_VERB
ярв_NOUN	jarve_NOUN
сантим_NOUN	centime_NOUN
пас_NOUN	paz_PROPN
кент_NOUN	kent_ADJ
осести_VERB	donkey_ADV
зачастую_ADV	often_ADV
украшение_NOUN	jewelry_ADV
айня_NOUN	aini_NOUN
реакция_NOUN	response_NOUN
клавиатура_NOUN	keyboard_ADV
московский_ADJ	moscow_ADV
обнаружение_NOUN	detection_NOUN
бэйль_NOUN	bailey_NOUN
слуховая_ADJ	auditory_ADV
обездолить_VERB	disadvantage_VERB
разработать_VERB	design_VERB
миссионер_NOUN	missionary_NOUN
будд_NOUN	buddhave_NOUN
тревожить_VERB	unsettle_VERB
индивидуализм_NOUN	individualism_NOUN
нитрит_VERB	nitrite_VERB
профессор_NOUN	professor_NOUN
насос_NOUN	pump_NOUN
сет_VERB	set_VERB
гарц_NOUN	harz_PROPN
потерян_NOUN	lose_ADV
гималай_NOUN	himalaya_NOUN
гораздо_NOUN	goraz_ADV
неудачный_ADJ	unsuccessful_ADJ
дидж_NOUN	deejay_ADV
наследовать_VERB	inherit_VERB
спасти_VERB	rescue_NOUN
коэффициент_NOUN	coefficient_NOUN
форма_NOUN	shape_NOUN
заем_NOUN	loan_NOUN
означать_VERB	mean_NOUN
гудиня_NOUN	houdini_NOUN
планировать_VERB	plan_VERB
коэффициент_NOUN	coefficient_ADJ
взорваться_VERB	explode_ADV
переработка_NOUN	refin_VERB
дистанциоть_ADJ	remite_VERB
отладка_NOUN	debugge_VERB
привидение_NOUN	ghost_NOUN
николь_NOUN	nicola_NOUN
понизить_VERB	demote_VERB
высыхать_VERB	dry_NOUN
монастырский_ADJ	monastic_ADJ
кинрать_NOUN	kinneret_VERB
вред_NOUN	harm_NOUN
сечь_NOUN	sich_VERB
эксклюзивный_ADJ	exclusive_ADJ
ататюрк_NOUN	ataturk_VERB
магистрат_NOUN	magistrate_NOUN
исчерпываять_VERB	exhaustive_ADJ
крстич_NOUN	krsti_NOUN
матисс_NOUN	matisse_VERB
волынок_NOUN	bagpipe_NOUN
низменность_NOUN	lowland_NOUN
парень_NOUN	boy_ADV
мастер_NOUN	master_NOUN
образец_NOUN	model_NOUN
рыжок_NOUN	ryzhkofifth_ADJ
такелаж_NOUN	rigge_VERB
гутьеррес_NOUN	gutierrez_PROPN
курсель_NOUN	courcelle_NOUN
сыновье_NOUN	son_NOUN
помнить_VERB	remember_NOUN
амфитеатр_NOUN	amphitheater_NOUN
иммигрант_NOUN	immigrant_ADJ
паран_NOUN	paran_NOUN
гаррос_NOUN	garro_NOUN
невидимость_NOUN	invisibility_NOUN
квалифицировать_VERB	skil_ADJ
степь_NOUN	steppe_NOUN
николс_NOUN	nichol_NOUN
касл_NOUN	castle_NOUN
компенсация_NOUN	compensation_NOUN
сес_NOUN	cec_NOUN
ый_NOUN	wm_ADV
хроматический_ADJ	chromatic_ADJ
брандл_NOUN	brundle_NOUN
интернационализм_NOUN	internationalism_NOUN
закат_NOUN	dusk_VERB
рейхскомиссариат_NOUN	reichskommissariat_ADV
приравнивать_VERB	equate_NOUN
пой_ADJ	understand_NOUN
черкасский_ADJ	cherkassky_ADV
внп_NOUN	gnp_VERB
милость_NOUN	mercy_NOUN
белец_NOUN	balti_NOUN
стартовый_ADJ	starter_NOUN
креационизм_NOUN	creationism_NOUN
великолепно_ADV	great_ADJ
грубый_ADJ	coarse_VERB
подиум_NOUN	catwalk_VERB
узбек_NOUN	uzbek_NOUN
вечер_NOUN	even_VERB
график_NOUN	timetable_ADJ
браконьерство_NOUN	poach_NOUN
безопасность_NOUN	security_NOUN
играбельный_ADJ	playable_ADJ
кэть_NOUN	katy_NOUN
мангуст_NOUN	mongoose_VERB
скважина_NOUN	borehole_NOUN
патриарх_NOUN	patriarch_VERB
ар_NOUN	macaw_VERB
празднование_NOUN	celebrat_VERB
встреча_NOUN	meet_NOUN
раббаня_NOUN	rabbani_NOUN
калиновский_NOUN	kalinowski_NOUN
процветать_VERB	flourish_VERB
затухание_NOUN	damp_VERB
ордер_NOUN	warrant_NOUN
желудок_NOUN	stomach_VERB
хакер_NOUN	hacker_NOUN
вурц_NOUN	wurz_PROPN
роль_NOUN	role_NOUN
распить_VERB	crucify_VERB
безнадежно_ADV	hopelessly_ADV
отдельный_ADJ	individual_ADJ
квазар_NOUN	quasar_NOUN
скорбить_VERB	insult_VERB
кастрюля_NOUN	pot_NOUN
хозяйка_NOUN	hostess_NOUN
канал_NOUN	can_ADJ
скипетр_NOUN	scepter_NOUN
перестановка_NOUN	reshuffle_NOUN
трофей_NOUN	trophy_NOUN
восьмерка_NOUN	eight_NOUN
млекопитающее_NOUN	mammal_NOUN
грязный_ADJ	dirty_NOUN
фавр_NOUN	favre_ADV
чаяние_NOUN	aspiration_NOUN
исландец_NOUN	icelander_NOUN
аул_NOUN	aul_ADV
бюргер_NOUN	burgher_NOUN
кабар_NOUN	cabaret_VERB
гобелен_NOUN	tapestry_NOUN
физуля_NOUN	fizuli_NOUN
разгромить_VERB	trash_VERB
учуться_VERB	study_VERB
гомосексуальный_ADJ	homosexual_ADJ
представительство_NOUN	representation_NOUN
хить_VERB	healy_ADV
юлий_ADJ	julich_VERB
инструкция_NOUN	instruction_NOUN
вена_NOUN	ven_ADV
юбка_NOUN	skirt_NOUN
большинство_NOUN	most_ADV
воссоздать_VERB	recreate_VERB
матиас_NOUN	mathia_NOUN
неудача_NOUN	unlucky_ADV
спикер_NOUN	speaker_NOUN
участок_NOUN	parcel_NOUN
приветствие_NOUN	greeting_NOUN
хроника_NOUN	chronicle_NOUN
принтер_NOUN	printer_NOUN
непот_NOUN	nepo_NOUN
кенобь_NOUN	kenobi_NOUN
лимит_VERB	limit_VERB
перекресток_NOUN	crossroad_NOUN
мовсес_NOUN	movse_NOUN
драг_NOUN	draghi_NOUN
наследство_NOUN	legacy_NOUN
чакраварть_NOUN	chakravarti_NOUN
мучение_NOUN	torment_NOUN
кровопролитие_NOUN	bloodsh_VERB
кукуруза_NOUN	maize_NOUN
задолженноста_NOUN	debt_NOUN
монахиня_NOUN	nun_NOUN
мортимер_NOUN	mortimer_NOUN
диалектология_NOUN	dialectology_NOUN
нол_NOUN	nol_VERB
флакон_NOUN	vial_ADJ
надумать_VERB	flimsy_ADV
поклоняться_VERB	worshi_VERB
галли_NOUN	gully_ADV
равнина_NOUN	plain_NOUN
боковый_ADJ	lateral_ADJ
млекопитающее_NOUN	mammalian_NOUN
неоклассический_ADJ	neoclassical_ADJ
демократ_NOUN	democrat_NOUN
любка_NOUN	lubeck_VERB
ожирение_NOUN	obesity_NOUN
промышленник_NOUN	industrialist_NOUN
совесть_NOUN	conscience_NOUN
прерывание_NOUN	interrupt_NOUN
бакс_NOUN	bax_NOUN
острый_ADJ	acute_VERB
делегация_NOUN	delegation_NOUN
пригница_NOUN	prignitz_PROPN
пугать_VERB	scary_ADV
конвейер_NOUN	conveyor_NOUN
агат_NOUN	agate_ADV
сурина_NOUN	surinome_NOUN
фабрика_NOUN	factory_NOUN
ждать_VERB	wait_NOUN
хэтчбек_NOUN	hatchback_VERB
вселенный_NOUN	universe_NOUN
текущий_ADJ	ongo_ADJ
конституция_NOUN	constitutions_NOUN
символ_NOUN	symbol_NOUN
автобот_NOUN	autobot_NOUN
гангстер_NOUN	gangster_NOUN
сад_NOUN	sadi_NOUN
консенсус_NOUN	consensual_ADJ
травник_NOUN	travnik_VERB
ангар_NOUN	hangar_NOUN
бегемота_NOUN	hippo_NOUN
допустимый_ADJ	tolerate_VERB
гроза_NOUN	thunderstorm_NOUN
всадник_NOUN	horseman_NOUN
сант_NOUN	san_ADJ
паллавичиня_NOUN	pallavicini_NOUN
коллегия_NOUN	collegium_NOUN
коберн_NOUN	coburn_VERB
малаховский_NOUN	maachowski_NOUN
дворянин_NOUN	noblemen_ADV
полинезийский_ADJ	polynesian_NOUN
уэйкфилд_NOUN	wakefiold_NOUN
архимандрить_VERB	archimandrite_VERB
мина_NOUN	minami_NOUN
экология_NOUN	ecology_NOUN
борд_NOUN	borde_NOUN
цветы_NOUN	flower_NOUN
фосси_NOUN	fossey_ADV
слёнсок_NOUN	lski_NOUN
франция_NOUN	france_NOUN
наказывать_VERB	punish_NOUN
виноваться_VERB	obedience_NOUN
гелиоцентрический_ADJ	heliocentric_ADJ
барабанщик_NOUN	drummer_NOUN
искусство_NOUN	art_NOUN
сомнительно_ADJ	dubious_ADJ
альцай_NOUN	alzey_ADV
длугоша_NOUN	dugosz_PROPN
петерсня_NOUN	petersen_NOUN
зал_NOUN	hall_NOUN
йемен_NOUN	yemeni_NOUN
сомневаться_VERB	doubt_VERB
академие_NOUN	academy_ADV
подветреть_ADJ	leeward_ADV
заблуждение_NOUN	mislead_VERB
хелм_NOUN	helm_NOUN
азавада_NOUN	azawad_ADV
ошибочно_ADV	mistakenly_ADV
кармен_NOUN	carman_NOUN
утвердить_VERB	approve_ADV
висконть_NOUN	visconti_NOUN
хохлатать_ADJ	crest_VERB
борель_NOUN	borel_NOUN
алгоритм_NOUN	algorithm_NOUN
мораль_NOUN	moral_NOUN
мужественно_ADV	courageously_ADV
арсение_NOUN	arseniy_ADV
держать_VERB	detain_VERB
миятович_NOUN	mijatovi_NOUN
упор_NOUN	emphasis_NOUN
мы_NOUN	mami_NOUN
ясско_ADV	jassy_ADV
миколай_NOUN	mikolaj_PROPN
подросток_NOUN	teenage_NOUN
коротко_ADV	briefly_ADV
золото_NOUN	gold_NOUN
превосходить_VERB	surpass_NOUN
исследовать_VERB	research_VERB
деление_NOUN	subdivision_NOUN
медведй_NOUN	medvedefifth_ADJ
активизация_NOUN	energize_VERB
покаяние_NOUN	penitence_NOUN
вскармливание_NOUN	breastfeed_VERB
лоран_NOUN	laurent_ADJ
цветной_ADJ	colo_VERB
килобайт_NOUN	kilobyte_NOUN
сбор_NOUN	gather_VERB
егорьевск_NOUN	yegoryevsk_VERB
карикатура_NOUN	caricature_NOUN
заманить_VERB	lure_NOUN
уведомление_NOUN	notice_NOUN
фрушант_NOUN	frusciante_VERB
гигантский_ADJ	gian_ADJ
нск_NOUN	nsc_ADJ
трикстер_NOUN	trickst_NOUN
мёдлинг_NOUN	modl_VERB
интервал_NOUN	interval_NOUN
сторож_NOUN	watchman_NOUN
вступить_VERB	enter_VERB
верник_NOUN	wernick_VERB
рана_NOUN	wound_NOUN
бездомный_ADJ	homeless_ADV
полукруг_NOUN	semicircle_NOUN
боец_NOUN	fighter_NOUN
линс_NOUN	lin_NOUN
конец_NOUN	end_VERB
побежать_VERB	ran_ADJ
датчик_NOUN	sensor_NOUN
туль_NOUN	toul_ADV
сквайр_NOUN	squire_NOUN
мэйбласть_NOUN	maybelle_ADV
руан_NOUN	rouen_NOUN
шар_NOUN	charm_NOUN
мудро_ADV	wise_VERB
бисмарк_NOUN	bismarck_VERB
обязывать_VERB	oblige_NOUN
оставляя_VERB	leave_NOUN
коридор_NOUN	hallway_ADV
назло_ADV	spite_VERB
богатство_NOUN	richness_NOUN
капитализация_NOUN	capitalization_NOUN
стыдно_ADV	shameful_ADJ
спка_NOUN	spock_VERB
макфь_NOUN	mcphee_NOUN
пытаться_VERB	tries_NOUN
джиллианин_NOUN	jillian_NOUN
отметить_VERB	mark_VERB
разблокировать_VERB	unlock_VERB
стать_VERB	steel_NOUN
переметь_VERB	variable_ADJ
фильм_NOUN	film_NOUN
гриффитс_NOUN	griffith_NOUN
нак_NOUN	nucky_ADV
баллак_NOUN	ballack_VERB
принципиальный_ADJ	principle_VERB
колесный_ADJ	wheeled_VERB
луганск_NOUN	lugansk_VERB
хиддинк_NOUN	hiddink_VERB
фариас_NOUN	fara_NOUN
переход_NOUN	crossing_NOUN
голень_NOUN	shank_NOUN
обедить_VERB	din_VERB
колумбарий_NOUN	columbarium_NOUN
набережная_NOUN	waterfront_NOUN
странно_ADV	strange_NOUN
собирать_VERB	collects_NOUN
герхард_NOUN	gerhard_ADV
поспешно_ADV	hastily_ADV
вейль_NOUN	weyl_ADV
масштаб_NOUN	magnitude_NOUN
беат_NOUN	beate_VERB
киммериец_NOUN	cimmerian_NOUN
чирк_NOUN	chirk_VERB
викр_NOUN	vikram_NOUN
процент_NOUN	percentage_NOUN
филармония_NOUN	philharmonic_ADJ
крестьянин_NOUN	peasan_ADJ
спокойствие_NOUN	calmness_NOUN
перенос_NOUN	transference_NOUN
хаген_NOUN	hagen_ADV
ноготь_NOUN	toenail_NOUN
председатель_NOUN	chair_NOUN
меньший_ADJ	smaller_ADJ
беспрецедентный_ADJ	unparalleled_ADJ
кобаясь_NOUN	kobayashi_NOUN
иронично_ADV	ironic_ADJ
умышлеть_VERB	intention_ADJ
напряжение_NOUN	suspense_VERB
замужем_ADV	marry_VERB
унция_NOUN	ounce_NOUN
койот_NOUN	coyote_VERB
умирать_VERB	dy_NOUN
вивь_VERB	vivi_NOUN
достойный_ADJ	decent_ADJ
текущий_ADJ	currend_ADJ
локомотив_NOUN	locomotive_NOUN
спектр_NOUN	spectre_NOUN
распределять_VERB	distribute_VERB
струво_NOUN	struve_NOUN
повтор_NOUN	rerun_NOUN
последовательность_NOUN	sequence_NOUN
нереализованный_ADJ	unrealize_VERB
паредо_NOUN	parede_NOUN
гея_NOUN	gay_NOUN
ледокольный_ADJ	icebreak_VERB
перегородка_NOUN	septum_NOUN
алавес_NOUN	alav_NOUN
изоформа_NOUN	isoform_NOUN
умереть_VERB	death_NOUN
перуцци_NOUN	peruzzi_NOUN
беспрепятственный_ADJ	uninhibit_ADJ
увлажнение_NOUN	wett_VERB
жилет_NOUN	vest_VERB
валерия_NOUN	salerixth_NOUN
деликатно_ADV	delicately_ADV
изолировать_VERB	insulate_VERB
планета_NOUN	planet_VERB
фюрста_NOUN	furst_ADV
карнизы_NOUN	cornice_NOUN
коппи_NOUN	coppi_NOUN
терминал_NOUN	terminal_ADJ
хоббс_NOUN	hobb_NOUN
распространение_NOUN	diffusion_NOUN
обнаруживать_VERB	detect_NOUN
тр_NOUN	tre_NOUN
роуд_NOUN	road_NOUN
миндаль_NOUN	almond_ADV
электронный_ADJ	electronic_ADJ
керь_NOUN	kerem_NOUN
утонуть_VERB	drown_VERB
диагноз_NOUN	diagnose_NOUN
хозяйка_NOUN	mistress_NOUN
хайка_NOUN	heike_VERB
гусеничный_ADJ	track_VERB
радиальный_ADJ	radial_ADJ
нора_NOUN	nord_ADV
торос_NOUN	toro_NOUN
разблокировать_VERB	unblock_VERB
линза_NOUN	lense_NOUN
топить_VERB	flood_VERB
пакет_NOUN	packet_NOUN
нанять_VERB	hire_VERB
решительно_ADV	strongly_ADV
нагать_VERB	nagano_ADV
аяно_ADV	ayano_ADV
полуфиналист_NOUN	semifinalist_VERB
монтан_NOUN	montand_NOUN
знакомство_NOUN	acquaintance_NOUN
проник_VERB	infiltrate_VERB
отчуждение_NOUN	estrangement_NOUN
гебхард_NOUN	gebhard_ADV
делать_VERB	delano_ADV
павести_VERB	paul_ADJ
специализировать_ADJ	specialise_VERB
мидлотианин_NOUN	midlothian_ADJ
гематология_NOUN	hematology_NOUN
полезный_ADJ	helpful_ADJ
нарушение_NOUN	infringement_NOUN
инженерия_NOUN	engineer_NOUN
храбрость_NOUN	bravery_ADV
ощущение_NOUN	sensation_NOUN
база_NOUN	base_NOUN
злонамеренно_ADV	maliciously_ADV
евангелие_NOUN	gospel_NOUN
мос_NOUN	moe_NOUN
вывий_ADJ	dislocate_VERB
привлекательно_ADV	attractive_ADJ
рюкзак_NOUN	rucksack_VERB
округ_NOUN	district_NOUN
левандовский_ADJ	lewandowski_NOUN
натурализация_NOUN	naturalisation_NOUN
деррик_NOUN	derrick_VERB
продовольственный_ADJ	ware_NOUN
громкий_ADJ	loud_ADJ
наибольший_ADJ	largest_ADJ
токсичность_NOUN	toxicity_NOUN
гражданин_NOUN	citizens_NOUN
стальной_ADJ	steel_NOUN
оригинально_ADV	original_ADJ
инал_NOUN	inal_ADJ
миниатюра_NOUN	thumbnail_NOUN
пэм_NOUN	pam_NOUN
мрак_NOUN	darkness_NOUN
потомак_ADV	potomac_NOUN
поддельный_ADJ	forge_VERB
расположение_NOUN	location_NOUN
новочеркасск_NOUN	novocherkassk_VERB
остроумие_NOUN	wit_NOUN
спивака_NOUN	spivak_VERB
кодекс_NOUN	code_NOUN
планетарный_NOUN	planetary_NOUN
меткость_NOUN	marksmanship_NOUN
свадьба_NOUN	wedding_NOUN
субсидия_NOUN	grant_NOUN
естественный_ADV	naturally_ADV
часто_ADV	frequently_ADV
гонсалесо_NOUN	gonzlez_PROPN
миледь_NOUN	milady_NOUN
сено_NOUN	haystack_VERB
фермер_NOUN	farmer_NOUN
кубок_NOUN	cup_VERB
эмерик_NOUN	emerick_VERB
благовония_NOUN	incense_VERB
несторианство_NOUN	nestorianism_NOUN
ляпун_NOUN	lyapunofifth_ADJ
наддуво_NOUN	supercharge_VERB
толпа_NOUN	crowd_NOUN
специализировать_VERB	specialize_NOUN
якобсня_ADJ	jacobsen_ADV
формулировка_NOUN	phrase_VERB
лотерея_NOUN	lottery_NOUN
цилиндрический_ADJ	cylindrical_ADJ
шило_NOUN	schiele_NOUN
замедлять_VERB	slow_NOUN
хос_NOUN	jo_NOUN
хенрик_NOUN	henryk_VERB
малка_NOUN	malki_NOUN
адсорбция_NOUN	adsorption_NOUN
динар_NOUN	dinar_NOUN
лонг_NOUN	longhi_ADJ
взрослый_NOUN	adult_ADJ
свдп_NOUN	fdp_VERB
харрь_NOUN	harry_ADV
шторм_NOUN	storm_NOUN
тинг_NOUN	t_VERB
нерв_ADJ	nerve_NOUN
персик_NOUN	peach_VERB
норманна_ADJ	norman_NOUN
дельфийский_ADJ	delphic_ADJ
торфяной_ADJ	peaty_NOUN
кошмар_NOUN	nightmare_NOUN
клей_NOUN	adhesive_NOUN
градский_ADJ	gradski_NOUN
значимый_ADJ	meaningful_ADJ
тирень_NOUN	tierney_NOUN
критический_ADJ	critic_ADJ
десна_ADJ	gum_NOUN
фара_NOUN	headlamp_VERB
хог_NOUN	hogue_ADV
начальный_ADJ	primary_ADJ
деревня_NOUN	village_NOUN
тейт_NOUN	tate_VERB
миклош_NOUN	mikl_NOUN
смоленск_NOUN	smolensk_VERB
самообладание_NOUN	composure_NOUN
горох_NOUN	pea_NOUN
команда_NOUN	command_NOUN
рэйчесть_VERB	rachael_ADV
товарищество_NOUN	camaraderie_NOUN
камерун_NOUN	cameroonian_NOUN
волх_NOUN	volkhofifth_ADJ
приходить_VERB	come_NOUN
