1.		aist_2012_c6bc0383ea448fcb7e5f45ac85a1afb2d12505ef	ru	Применение Онтологии при Синтезе Изображения по Тексту	http://legacy.aistconf.org/stuff/aist2012.pdf	TASK::Дистрибутивная_семантика(0.8309836983680725)|TASK::Морфологический_анализ(0.8243863582611084)|TASK::Построение_конкордансов(0.8214727640151978)|TASK::Автоматическое_реферирование(0.7756644487380981)|TASK::Синтаксический_анализ(0.7748113870620728)|TASK::Конечные_преобразователи(0.7497396469116211)|TASK::Языковые_модели(0.7393910884857178)|TASK::Тематическое_моделирование(0.738929271697998)|TASK::Извлечение_именованных_сущностей(0.7379180192947388)|TASK::Извлечение_ключевых_слов(0.7203729748725891)|TASK::Обработка_речи(0.7095963954925537)|TASK::Обнаружение_дубликатов(0.7025851011276245)
2	dialogue_2011_81015f662b0a380fcac62adffe0e9e28c117bb9a	en	0.977582573890686	Reflecting Accentuation In The Russian Morphological Dictionary Of The Multifunctional Linguistic Processor Etap-31	http://www.dialog-21.ru/media/1460/59.pdf	TASK::Морфологический_анализ(0.8501793146133423)|TASK::Построение_конкордансов(0.7977148294448853)|TASK::Дистрибутивная_семантика(0.7831737995147705)|TASK::Синтаксический_анализ(0.7594794034957886)|TASK::Обработка_речи(0.7437411546707153)|TASK::Проверка_правописания(0.7431711554527283)|TASK::Автоматическое_реферирование(0.732500433921814)|TASK::Конечные_преобразователи(0.7159119248390198)|TASK::Извлечение_именованных_сущностей(0.7019752264022827)
3	dialogue_2014_b630b20e0466993aab02a76be74f028983236935	en	0.9771608114242554	The experience of building industrial-strength parser for arabic	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/StrebkovDY.pdf	TASK::Морфологический_анализ(0.8545747399330139)|TASK::Дистрибутивная_семантика(0.8158371448516846)|TASK::Построение_конкордансов(0.8131414651870728)|TASK::Синтаксический_анализ(0.8012808561325073)|TASK::Автоматическое_реферирование(0.772654116153717)|TASK::Конечные_преобразователи(0.7424465417861938)|TASK::Проверка_правописания(0.7399145364761353)|TASK::Обработка_речи(0.7383286356925964)|TASK::Языковые_модели(0.7236779928207397)|TASK::Извлечение_именованных_сущностей(0.7174848318099976)|TASK::Извлечение_ключевых_слов(0.7095624804496765)|TASK::Тематическое_моделирование(0.7089712023735046)
4	dialogue_2019_e0fb6cddde32cd3daebf6a02eb2c680bcb45cddc	en	0.9759426712989807	A Reusable Tagset For The Morphologically Rich Language In Change: A Case Of Middle Russian	http://www.dialog-21.ru/media/4614/lyashevskayaon-163.pdf	TASK::Морфологический_анализ(0.8393017649650574)|TASK::Построение_конкордансов(0.8196905851364136)|TASK::Дистрибутивная_семантика(0.7752763032913208)|TASK::Автоматическое_реферирование(0.7535505294799805)|TASK::Синтаксический_анализ(0.7482406497001648)|TASK::Проверка_правописания(0.7384292483329773)|TASK::Обработка_речи(0.7294149398803711)|TASK::Извлечение_именованных_сущностей(0.7069298028945923)
5	ainl_2017_008141633713e94b23d4b59aae97a229364e6df7	en	0.9753429889678955	A Close Look at Russian Morphological Parsers: which One is the Best?	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_12	TASK::Морфологический_анализ(0.8646053671836853)|TASK::Построение_конкордансов(0.8224620819091797)|TASK::Дистрибутивная_семантика(0.7848235368728638)|TASK::Автоматическое_реферирование(0.7780017256736755)|TASK::Синтаксический_анализ(0.7767248749732971)|TASK::Проверка_правописания(0.7617608904838562)|TASK::Обработка_речи(0.7432278394699097)|TASK::Конечные_преобразователи(0.7288085222244263)|TASK::Проверка_грамматики(0.706946849822998)|TASK::Языковые_модели(0.703931987285614)|TASK::Извлечение_ключевых_слов(0.7025504112243652)
6	dialogue_2016_a9a4187827028ec45dc3392f172c91190d91cfbf	en	0.9738633036613464	Developing a Polysynthetic Language Corpus: Problems and Solutions	http://www.dialog-21.ru/media/3379/arkhangelskiyta.pdf	TASK::Морфологический_анализ(0.8560004234313965)|TASK::Построение_конкордансов(0.803798258304596)|TASK::Дистрибутивная_семантика(0.7983771562576294)|TASK::Синтаксический_анализ(0.7725974321365356)|TASK::Автоматическое_реферирование(0.7533287405967712)|TASK::Обработка_речи(0.7367502450942993)|TASK::Проверка_правописания(0.7334187030792236)|TASK::Конечные_преобразователи(0.7200800776481628)|TASK::Извлечение_именованных_сущностей(0.7152495384216309)|TASK::Языковые_модели(0.7129935026168823)|TASK::Тематическое_моделирование(0.7018837928771973)
7	ainl_2016_1427f443fcfdce2f6745cec5519954b092546a73	en	0.9733854532241821	A General Method Applicable to the Search for Anglicisms in Russian Social Network Texts	http://ieeexplore.ieee.org/document/7891854/	TASK::Построение_конкордансов(0.8276008367538452)|TASK::Морфологический_анализ(0.8204424977302551)|TASK::Дистрибутивная_семантика(0.7714976668357849)|TASK::Автоматическое_реферирование(0.7622742652893066)|TASK::Проверка_правописания(0.7485440969467163)|TASK::Синтаксический_анализ(0.733863353729248)|TASK::Обработка_речи(0.7268303632736206)|TASK::Языковые_модели(0.7107295393943787)|TASK::Тематическое_моделирование(0.703629732131958)
8	dialogue_2013_deddec313871a0a920cd612bf6746a30fd5fcb38	en	0.9731674790382385	Processing of Quantitative Expressions with Units of Measurement in Scientific Texts as Applied to Belarusian and Russian Text-to-speech Synthesis	http://www.dialog-21.ru/media/1288/skopinavaam-hetsevichys.pdf	TASK::Морфологический_анализ(0.8486210107803345)|TASK::Построение_конкордансов(0.8080147504806519)|TASK::Дистрибутивная_семантика(0.807180643081665)|TASK::Синтаксический_анализ(0.7581425905227661)|TASK::Автоматическое_реферирование(0.7553894519805908)|TASK::Конечные_преобразователи(0.7505018711090088)|TASK::Обработка_речи(0.7280934453010559)|TASK::Извлечение_именованных_сущностей(0.7144066691398621)|TASK::Проверка_правописания(0.7081489562988281)
9	dialogue_2011_932991ab2d00dc921a169451422516953658d9e0	en	0.9731265306472778	Quality Assurance Tools In The Opencorpora Project	http://www.dialog-21.ru/media/1412/12.pdf	TASK::Морфологический_анализ(0.8412995338439941)|TASK::Построение_конкордансов(0.8270607590675354)|TASK::Дистрибутивная_семантика(0.7976462841033936)|TASK::Автоматическое_реферирование(0.7759528160095215)|TASK::Синтаксический_анализ(0.770329475402832)|TASK::Проверка_правописания(0.7494532465934753)|TASK::Извлечение_именованных_сущностей(0.7244589924812317)|TASK::Обработка_речи(0.7235357761383057)|TASK::Конечные_преобразователи(0.7158089876174927)|TASK::Тематическое_моделирование(0.7063480019569397)
10	dialogue_2012_caba46a9d6f3fa600c3b211f81aa1f1457ff419e	en	0.9730219841003418	The General Corpus of the Modern Mongolian Language and its Structural-probabilistic Model	http://www.dialog-21.ru/media/1341/149.pdf	TASK::Морфологический_анализ(0.831754744052887)|TASK::Построение_конкордансов(0.7993776798248291)|TASK::Дистрибутивная_семантика(0.7659983038902283)|TASK::Обработка_речи(0.737808346748352)|TASK::Синтаксический_анализ(0.7291175127029419)|TASK::Автоматическое_реферирование(0.7267880439758301)|TASK::Проверка_правописания(0.7157511711120605)

24.		dialogue_2012_9577168b37efef5c565150422f4152cc896ed336	en	Syntactic and semantic parser based on ABBYY Compreno linguistic technologies	http://www.dialog-21.ru/media/1386/anisimovich.pdf	TASK::Морфологический_анализ(0.8441101312637329)|TASK::Дистрибутивная_семантика(0.8269520401954651)|TASK::Построение_конкордансов(0.7970443964004517)|TASK::Синтаксический_анализ(0.7926115989685059)|TASK::Конечные_преобразователи(0.7365404963493347)|TASK::Автоматическое_реферирование(0.7353054285049438)|TASK::Обработка_речи(0.7269479036331177)|TASK::Извлечение_именованных_сущностей(0.7268822193145752)|TASK::Языковые_модели(0.71421879529953)|TASK::Проверка_правописания(0.7036114931106567)
1	dialogue_2014_549d30855d3302722626eea0f4f6fce692d455e3	en	0.9891960620880127	The description of locative dependencies in a naturaL language processing model	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/LeontievAPPetrovaMA.pdf	TASK::Морфологический_анализ(0.8304219245910645)|TASK::Дистрибутивная_семантика(0.8111551403999329)|TASK::Построение_конкордансов(0.7996422648429871)|TASK::Синтаксический_анализ(0.7691725492477417)|TASK::Автоматическое_реферирование(0.7440210580825806)|TASK::Конечные_преобразователи(0.72965407371521)|TASK::Обработка_речи(0.7292734384536743)|TASK::Языковые_модели(0.7250924110412598)|TASK::Тематическое_моделирование(0.7150006890296936)|TASK::Извлечение_именованных_сущностей(0.7146266102790833)|TASK::Проверка_правописания(0.707961916923523)
2	dialogue_2010_9a68ac49595370279b9cd66c9cd0f98adb30803e	en	0.9879169464111328	Harmonizing tagsets for multilingual corpora via concept lattice	http://www.dialog-21.ru/media/1718/93.pdf	TASK::Морфологический_анализ(0.84824538230896)|TASK::Дистрибутивная_семантика(0.8206711411476135)|TASK::Построение_конкордансов(0.7947254180908203)|TASK::Синтаксический_анализ(0.787185788154602)|TASK::Автоматическое_реферирование(0.7428810596466064)|TASK::Извлечение_именованных_сущностей(0.7324573993682861)|TASK::Конечные_преобразователи(0.7266207933425903)|TASK::Обработка_речи(0.719832181930542)|TASK::Языковые_модели(0.7147142291069031)|TASK::Проверка_правописания(0.7140250205993652)|TASK::Тематическое_моделирование(0.7045291662216187)
3	dialogue_2012_83e3b55807a9116b93aac4883a2afafb4c66ea44	en	0.9876266121864319	ETAP Parser: state of the art	http://www.dialog-21.ru/media/1388/iomdin.pdf	TASK::Морфологический_анализ(0.8311811685562134)|TASK::Построение_конкордансов(0.8123171329498291)|TASK::Дистрибутивная_семантика(0.7992438673973083)|TASK::Синтаксический_анализ(0.7680779695510864)|TASK::Автоматическое_реферирование(0.7653024196624756)|TASK::Конечные_преобразователи(0.7392467856407166)|TASK::Проверка_правописания(0.7303391695022583)|TASK::Обработка_речи(0.7142806649208069)|TASK::Извлечение_именованных_сущностей(0.7109825611114502)
4	dialogue_2016_a9a4187827028ec45dc3392f172c91190d91cfbf	en	0.9867099523544312	Developing a Polysynthetic Language Corpus: Problems and Solutions	http://www.dialog-21.ru/media/3379/arkhangelskiyta.pdf	TASK::Морфологический_анализ(0.8560004234313965)|TASK::Построение_конкордансов(0.803798258304596)|TASK::Дистрибутивная_семантика(0.7983771562576294)|TASK::Синтаксический_анализ(0.7725974321365356)|TASK::Автоматическое_реферирование(0.7533287405967712)|TASK::Обработка_речи(0.7367502450942993)|TASK::Проверка_правописания(0.7334187030792236)|TASK::Конечные_преобразователи(0.7200800776481628)|TASK::Извлечение_именованных_сущностей(0.7152495384216309)|TASK::Языковые_модели(0.7129935026168823)|TASK::Тематическое_моделирование(0.7018837928771973)
5	dialogue_2019_2ae11e31cca0b3255f6d974e3ca933a49b03d961	en	0.9856616258621216	An Anaphora Resolution System For Russian Based On Etap-4 Linguistic Processor	http://www.dialog-21.ru/media/4829/inshakovaes-167.pdf	TASK::Морфологический_анализ(0.8369017839431763)|TASK::Построение_конкордансов(0.8160163164138794)|TASK::Дистрибутивная_семантика(0.8102129101753235)|TASK::Синтаксический_анализ(0.7793815732002258)|TASK::Автоматическое_реферирование(0.7616887092590332)|TASK::Конечные_преобразователи(0.7422124743461609)|TASK::Обработка_речи(0.7284656763076782)|TASK::Извлечение_именованных_сущностей(0.7236617803573608)|TASK::Проверка_правописания(0.721305787563324)|TASK::Языковые_модели(0.7144556641578674)|TASK::Тематическое_моделирование(0.7114612460136414)
6	aist_2015_85c630dfd4508b6b93a7e9042867420145cce09c	en	0.9851193428039551	Framebank: a Database of Russian Lexical Constructions	https://link.springer.com/chapter/10.1007/978-3-319-26123-2_34	TASK::Морфологический_анализ(0.8238142728805542)|TASK::Построение_конкордансов(0.8061615228652954)|TASK::Дистрибутивная_семантика(0.800092339515686)|TASK::Синтаксический_анализ(0.7553441524505615)|TASK::Автоматическое_реферирование(0.7542942762374878)|TASK::Обработка_речи(0.730652391910553)|TASK::Конечные_преобразователи(0.7304615378379822)|TASK::Тематическое_моделирование(0.7204413414001465)|TASK::Извлечение_именованных_сущностей(0.7115869522094727)|TASK::Языковые_модели(0.7067262530326843)|TASK::Проверка_правописания(0.7035926580429077)
7	dialogue_2013_643efb2f5d56bf20dd7d2e3c50c35a6aa497ab26	en	0.9849989414215088	Computational Treatment of Support Verb Constructions in Italian and in Russian	http://www.dialog-21.ru/media/1225/benigniv-cottaramusinop.pdf	TASK::Морфологический_анализ(0.8297567367553711)|TASK::Построение_конкордансов(0.804323673248291)|TASK::Дистрибутивная_семантика(0.7976944446563721)|TASK::Автоматическое_реферирование(0.762048065662384)|TASK::Синтаксический_анализ(0.7585877180099487)|TASK::Конечные_преобразователи(0.7286689281463623)|TASK::Проверка_правописания(0.7166004776954651)|TASK::Тематическое_моделирование(0.7103142738342285)|TASK::Обработка_речи(0.708184003829956)|TASK::Извлечение_именованных_сущностей(0.7045806646347046)
8	dialogue_2012_c560994a48589b9b2fd52b0aa93c4f4991e84558	en	0.9845612645149231	Russian dependency parser SyntAutom at the Dialogue-2012 parser evaluation task	http://www.dialog-21.ru/media/1387/98.pdf	TASK::Морфологический_анализ(0.81280517578125)|TASK::Дистрибутивная_семантика(0.7910648584365845)|TASK::Построение_конкордансов(0.7892680168151855)|TASK::Синтаксический_анализ(0.7672996520996094)|TASK::Автоматическое_реферирование(0.7508448958396912)|TASK::Конечные_преобразователи(0.7339088320732117)|TASK::Проверка_правописания(0.7204028367996216)|TASK::Обработка_речи(0.7096644639968872)|TASK::Извлечение_именованных_сущностей(0.7026557922363281)
9	dialogue_2014_b630b20e0466993aab02a76be74f028983236935	en	0.984333336353302	The experience of building industrial-strength parser for arabic	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/StrebkovDY.pdf	TASK::Морфологический_анализ(0.8545747399330139)|TASK::Дистрибутивная_семантика(0.8158371448516846)|TASK::Построение_конкордансов(0.8131414651870728)|TASK::Синтаксический_анализ(0.8012808561325073)|TASK::Автоматическое_реферирование(0.772654116153717)|TASK::Конечные_преобразователи(0.7424465417861938)|TASK::Проверка_правописания(0.7399145364761353)|TASK::Обработка_речи(0.7383286356925964)|TASK::Языковые_модели(0.7236779928207397)|TASK::Извлечение_именованных_сущностей(0.7174848318099976)|TASK::Извлечение_ключевых_слов(0.7095624804496765)|TASK::Тематическое_моделирование(0.7089712023735046)
10	dialogue_2015_c2cdf5f696ba158d5eea6a40097ce9f339461ba9	en	0.9842275381088257	Inducing verb classes from frames in Russian: morpho-syntax and semantic roles	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/LyashevskayaONKashkinEV.pdf	TASK::Морфологический_анализ(0.8342021107673645)|TASK::Дистрибутивная_семантика(0.8078479766845703)|TASK::Построение_конкордансов(0.8055810928344727)|TASK::Синтаксический_анализ(0.753833532333374)|TASK::Автоматическое_реферирование(0.7470654249191284)|TASK::Конечные_преобразователи(0.7388949394226074)|TASK::Обработка_речи(0.729809582233429)|TASK::Языковые_модели(0.7104918360710144)|TASK::Извлечение_именованных_сущностей(0.7074651718139648)|TASK::Тематическое_моделирование(0.7058038711547852)

25.		dialogue_2013_67593c77c4471d62e33dd08afab4dfc231ecbcde	en	Development of Lexical Basis for the Universal Dictionary of Unl Concepts	http://www.dialog-21.ru/media/1238/dikonovv.pdf	TASK::Построение_конкордансов(0.8346248865127563)|TASK::Морфологический_анализ(0.8194299340248108)|TASK::Дистрибутивная_семантика(0.7821663618087769)|TASK::Автоматическое_реферирование(0.7557075023651123)|TASK::Синтаксический_анализ(0.7542507648468018)|TASK::Проверка_правописания(0.7229764461517334)|TASK::Языковые_модели(0.7193381786346436)|TASK::Извлечение_именованных_сущностей(0.7171680331230164)|TASK::Тезаурусы(0.7101030945777893)|TASK::Обработка_речи(0.709349513053894)|TASK::Конечные_преобразователи(0.7053859233856201)|TASK::Корпусы(0.7034549117088318)|TASK::Тематическое_моделирование(0.7003798484802246)
1	dialogue_2014_262ccdb84da9eb460eebee5ab33f7f53f2221fb4	en	0.9860025644302368	Ruthes-Lite, a publicly available version of thesaurus of Russian language RuThes	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/LoukachevitchNV.pdf	TASK::Построение_конкордансов(0.8321026563644409)|TASK::Морфологический_анализ(0.8159291744232178)|TASK::Дистрибутивная_семантика(0.7891080379486084)|TASK::Автоматическое_реферирование(0.7721019983291626)|TASK::Извлечение_именованных_сущностей(0.7396039962768555)|TASK::Синтаксический_анализ(0.7378726005554199)|TASK::Тематическое_моделирование(0.7323336601257324)|TASK::Языковые_модели(0.7200304865837097)|TASK::Конечные_преобразователи(0.7128474712371826)|TASK::Обработка_речи(0.7109662294387817)|TASK::Проверка_правописания(0.7061759233474731)|TASK::Извлечение_ключевых_слов(0.7016516923904419)
2	dialogue_2016_b9e0904dcf163e6822d1efe0f77ebc34148178e1	en	0.9841781258583069	Creating Russian Wordnet By Conversion	http://www.dialog-21.ru/media/3409/loukachevitchnvetal.pdf	TASK::Построение_конкордансов(0.8292844295501709)|TASK::Морфологический_анализ(0.8178609609603882)|TASK::Дистрибутивная_семантика(0.7971678376197815)|TASK::Автоматическое_реферирование(0.7535520792007446)|TASK::Синтаксический_анализ(0.7465013265609741)|TASK::Извлечение_именованных_сущностей(0.7459765672683716)|TASK::Тематическое_моделирование(0.7180357575416565)|TASK::Языковые_модели(0.7150371670722961)|TASK::Конечные_преобразователи(0.7101210355758667)|TASK::Обработка_речи(0.7078788876533508)|TASK::Тезаурусы(0.7033636569976807)
3	dialogue_2015_057c0e0d8f09d4930b81f09a47b43c1e55cdf0f3	en	0.9835196733474731	Russian lexicographic landscape: a tale of 12 dictionaries	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/KiselevYABraslavskiPIetal.pdf	TASK::Построение_конкордансов(0.8337916135787964)|TASK::Морфологический_анализ(0.8229888081550598)|TASK::Дистрибутивная_семантика(0.7642439603805542)|TASK::Автоматическое_реферирование(0.7590464353561401)|TASK::Проверка_правописания(0.7321733236312866)|TASK::Синтаксический_анализ(0.7227531671524048)|TASK::Тезаурусы(0.71900475025177)|TASK::Обработка_речи(0.7057129740715027)|TASK::Тематическое_моделирование(0.7006468176841736)
4	dialogue_2015_064ebfb9508fb3771108746070cf2f669b8bf76a	en	0.9834311008453369	Russian Thesauri as Linked Open Data	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/UstalovDA.pdf	TASK::Построение_конкордансов(0.8428725004196167)|TASK::Морфологический_анализ(0.8191766738891602)|TASK::Дистрибутивная_семантика(0.808334231376648)|TASK::Автоматическое_реферирование(0.791029691696167)|TASK::Синтаксический_анализ(0.7670028209686279)|TASK::Тематическое_моделирование(0.7448746562004089)|TASK::Языковые_модели(0.7384721636772156)|TASK::Извлечение_именованных_сущностей(0.7361278533935547)|TASK::Конечные_преобразователи(0.724608838558197)|TASK::Извлечение_ключевых_слов(0.722332239151001)|TASK::Информационный_поиск(0.7191577553749084)|TASK::Тезаурусы(0.716893196105957)|TASK::Проверка_правописания(0.7069177031517029)
5	ainl_2017_566b8fff531db8ea5d7e1cd0193c8b79c24020e4	en	0.9816396832466125	Corpus of Syntactic Co-occurrences: a Delayed Promise	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_11	TASK::Морфологический_анализ(0.8194547295570374)|TASK::Построение_конкордансов(0.8165768980979919)|TASK::Автоматическое_реферирование(0.7755745649337769)|TASK::Дистрибутивная_семантика(0.7664496898651123)|TASK::Синтаксический_анализ(0.7350578904151917)|TASK::Проверка_правописания(0.7325773239135742)|TASK::Обработка_речи(0.7116698622703552)|TASK::Извлечение_ключевых_слов(0.7112378478050232)|TASK::Тематическое_моделирование(0.7090073227882385)|TASK::Извлечение_именованных_сущностей(0.7001969814300537)
6	dialogue_2015_f1482eb4242e69961c4f3a86c25de502e2db46ec	en	0.9813251495361328	Model-based WSA as means of new language integration into a multilingual lexical-semantic database with Interlingua	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/GoncharovaMBetal.pdf	TASK::Построение_конкордансов(0.8400184512138367)|TASK::Морфологический_анализ(0.8384100198745728)|TASK::Дистрибутивная_семантика(0.8134822845458984)|TASK::Автоматическое_реферирование(0.7793434858322144)|TASK::Синтаксический_анализ(0.7703615427017212)|TASK::Языковые_модели(0.7473105192184448)|TASK::Конечные_преобразователи(0.7426069974899292)|TASK::Тематическое_моделирование(0.7249258756637573)|TASK::Извлечение_именованных_сущностей(0.7239434123039246)|TASK::Обработка_речи(0.7200285196304321)|TASK::Проверка_правописания(0.7073490619659424)|TASK::Тезаурусы(0.706396222114563)|TASK::Извлечение_ключевых_слов(0.7020642757415771)
7	ainl_2016_1427f443fcfdce2f6745cec5519954b092546a73	en	0.9813206195831299	A General Method Applicable to the Search for Anglicisms in Russian Social Network Texts	http://ieeexplore.ieee.org/document/7891854/	TASK::Построение_конкордансов(0.8276008367538452)|TASK::Морфологический_анализ(0.8204424977302551)|TASK::Дистрибутивная_семантика(0.7714976668357849)|TASK::Автоматическое_реферирование(0.7622742652893066)|TASK::Проверка_правописания(0.7485440969467163)|TASK::Синтаксический_анализ(0.733863353729248)|TASK::Обработка_речи(0.7268303632736206)|TASK::Языковые_модели(0.7107295393943787)|TASK::Тематическое_моделирование(0.703629732131958)
8	ainl_2017_52b3ff456fef7c23d793018785ed6c5e379c4b13	en	0.9810022115707397	Building Wordnet for Russian Language from Ru.wiktionary	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_10	TASK::Построение_конкордансов(0.828903317451477)|TASK::Морфологический_анализ(0.828223466873169)|TASK::Дистрибутивная_семантика(0.7982591986656189)|TASK::Автоматическое_реферирование(0.7690205574035645)|TASK::Синтаксический_анализ(0.7509946823120117)|TASK::Проверка_правописания(0.7315090894699097)|TASK::Извлечение_именованных_сущностей(0.7163893580436707)|TASK::Извлечение_ключевых_слов(0.7149528861045837)|TASK::Конечные_преобразователи(0.7146762609481812)|TASK::Обработка_речи(0.7090932130813599)|TASK::Тематическое_моделирование(0.7078834176063538)
9	dialogue_2018_a98a147c789cea9ebc1404f527dec0512681e7b0	en	0.9807790517807007	Semi-automatic Integration of a New Language into a Multilingual Nlp Model: the Case of Japanese	http://www.dialog-21.ru/media/4326/petrovama.pdf	TASK::Морфологический_анализ(0.8326972723007202)|TASK::Построение_конкордансов(0.8188589215278625)|TASK::Дистрибутивная_семантика(0.8002967238426208)|TASK::Автоматическое_реферирование(0.7754114866256714)|TASK::Синтаксический_анализ(0.767402708530426)|TASK::Языковые_модели(0.7416266202926636)|TASK::Конечные_преобразователи(0.7301365733146667)|TASK::Тематическое_моделирование(0.7253608703613281)|TASK::Проверка_правописания(0.717498779296875)|TASK::Обработка_речи(0.7157846689224243)|TASK::Извлечение_именованных_сущностей(0.7137831449508667)
10	aist_2017_bbe4a867b8a7e3b68c18fb71468a2acae0addb95	en	0.9784610271453857	A Morphological Processor for Russian with Extended Functionality	https://link.springer.com/chapter/10.1007/978-3-319-73013-4_3	TASK::Морфологический_анализ(0.8608587980270386)|TASK::Построение_конкордансов(0.8224914073944092)|TASK::Дистрибутивная_семантика(0.7993851900100708)|TASK::Автоматическое_реферирование(0.7897974252700806)|TASK::Синтаксический_анализ(0.7700604200363159)|TASK::Проверка_правописания(0.7423558235168457)|TASK::Конечные_преобразователи(0.7340142726898193)|TASK::Языковые_модели(0.719701886177063)|TASK::Обработка_речи(0.7196385860443115)|TASK::Извлечение_ключевых_слов(0.7139544486999512)|TASK::Тематическое_моделирование(0.7124843597412109)|TASK::Извлечение_именованных_сущностей(0.7106491327285767)|TASK::Обнаружение_дубликатов(0.7029253244400024)

26.		dialogue_2014_7b482dc59ce6ed3a99f45eafed6ef078dea83b79	en	Ontology and Integration of Formal and Lexical Semantics	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/BorschevVBParteeBH.pdf	TASK::Морфологический_анализ(0.8095042705535889)|TASK::Дистрибутивная_семантика(0.8079504370689392)|TASK::Построение_конкордансов(0.7915637493133545)|TASK::Синтаксический_анализ(0.7473656535148621)|TASK::Автоматическое_реферирование(0.7376977205276489)|TASK::Конечные_преобразователи(0.7300319671630859)|TASK::Извлечение_именованных_сущностей(0.7126234173774719)|TASK::Тематическое_моделирование(0.7034622430801392)
1	dialogue_2014_0148d45ccdd3bb09390fadb459ecd6222d4d9738	en	0.9827121496200562	Towards a fine-grained description of intensifying adjectives for text processing	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/MilicevicJTimoshenkoS.pdf	TASK::Морфологический_анализ(0.8174638748168945)|TASK::Построение_конкордансов(0.8123547434806824)|TASK::Дистрибутивная_семантика(0.791498064994812)|TASK::Автоматическое_реферирование(0.7579736709594727)|TASK::Синтаксический_анализ(0.7342008948326111)|TASK::Конечные_преобразователи(0.7219580411911011)|TASK::Тематическое_моделирование(0.7167696356773376)|TASK::Извлечение_именованных_сущностей(0.7099947929382324)|TASK::Обработка_речи(0.7025781273841858)|TASK::Проверка_правописания(0.7008453011512756)
2	dialogue_2017_bf2a7948a7d8d95763359cda45847385a6c8faeb	en	0.9804275035858154	Semantic Descriptions for a Text Understanding System	http://www.dialog-21.ru/media/3904/boguslavskyi.pdf	TASK::Построение_конкордансов(0.8085176944732666)|TASK::Морфологический_анализ(0.7958320379257202)|TASK::Дистрибутивная_семантика(0.789318323135376)|TASK::Автоматическое_реферирование(0.7635672688484192)|TASK::Синтаксический_анализ(0.7296963334083557)|TASK::Тематическое_моделирование(0.7281407117843628)|TASK::Конечные_преобразователи(0.7220378518104553)|TASK::Извлечение_именованных_сущностей(0.7186034917831421)|TASK::Языковые_модели(0.7039743661880493)
3	dialogue_2012_9577168b37efef5c565150422f4152cc896ed336	en	0.979459822177887	Syntactic and semantic parser based on ABBYY Compreno linguistic technologies	http://www.dialog-21.ru/media/1386/anisimovich.pdf	TASK::Морфологический_анализ(0.8441101312637329)|TASK::Дистрибутивная_семантика(0.8269520401954651)|TASK::Построение_конкордансов(0.7970443964004517)|TASK::Синтаксический_анализ(0.7926115989685059)|TASK::Конечные_преобразователи(0.7365404963493347)|TASK::Автоматическое_реферирование(0.7353054285049438)|TASK::Обработка_речи(0.7269479036331177)|TASK::Извлечение_именованных_сущностей(0.7268822193145752)|TASK::Языковые_модели(0.71421879529953)|TASK::Проверка_правописания(0.7036114931106567)
4	ainl_2018_4a1cfa0d5590039527787019b48066f0c9fffadb	en	0.9792144298553467	Automatic Mining of Discourse Connectives for Russian	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_8	TASK::Морфологический_анализ(0.825595498085022)|TASK::Построение_конкордансов(0.8239874839782715)|TASK::Дистрибутивная_семантика(0.8093413710594177)|TASK::Автоматическое_реферирование(0.7738854885101318)|TASK::Синтаксический_анализ(0.7563270330429077)|TASK::Тематическое_моделирование(0.7262846827507019)|TASK::Обработка_речи(0.7249726057052612)|TASK::Конечные_преобразователи(0.7247755527496338)|TASK::Извлечение_именованных_сущностей(0.7189172506332397)|TASK::Языковые_модели(0.712568998336792)
5	dialogue_2012_83e3b55807a9116b93aac4883a2afafb4c66ea44	en	0.9788929224014282	ETAP Parser: state of the art	http://www.dialog-21.ru/media/1388/iomdin.pdf	TASK::Морфологический_анализ(0.8311811685562134)|TASK::Построение_конкордансов(0.8123171329498291)|TASK::Дистрибутивная_семантика(0.7992438673973083)|TASK::Синтаксический_анализ(0.7680779695510864)|TASK::Автоматическое_реферирование(0.7653024196624756)|TASK::Конечные_преобразователи(0.7392467856407166)|TASK::Проверка_правописания(0.7303391695022583)|TASK::Обработка_речи(0.7142806649208069)|TASK::Извлечение_именованных_сущностей(0.7109825611114502)
