1.		aist_2012_c6bc0383ea448fcb7e5f45ac85a1afb2d12505ef	ru	Применение Онтологии при Синтезе Изображения по Тексту	http://legacy.aistconf.org/stuff/aist2012.pdf	TASK::Дистрибутивная_семантика(0.7695256471633911)|TASK::Морфологический_анализ(0.7519286870956421)|TASK::Тематическое_моделирование(0.7376287579536438)|TASK::Синтаксический_анализ(0.7299620509147644)|TASK::Извлечение_именованных_сущностей(0.7231369614601135)|TASK::Cегментация_текста(0.7119397521018982)|TASK::Проверка_правописания(0.7049193978309631)

23.		dialogue_2012_7cb46f3e1e715fa315256ca30404faf312bdaba8	en	Belarusian and Russian linguistic processing modules for the system NooJ as applied to text-to-speech synthesis	http://www.dialog-21.ru/media/1329/136.pdf	TASK::Морфологический_анализ(0.7726449966430664)|TASK::Проверка_правописания(0.7608816623687744)|TASK::Дистрибутивная_семантика(0.7516748309135437)|TASK::Синтаксический_анализ(0.7364374995231628)|TASK::Извлечение_именованных_сущностей(0.7071722745895386)
1	dialogue_2014_b630b20e0466993aab02a76be74f028983236935	en	0.976058840751648	The experience of building industrial-strength parser for arabic	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/StrebkovDY.pdf	TASK::Морфологический_анализ(0.7935894727706909)|TASK::Дистрибутивная_семантика(0.7751773595809937)|TASK::Проверка_правописания(0.7514168620109558)|TASK::Синтаксический_анализ(0.7488892078399658)|TASK::Извлечение_именованных_сущностей(0.7200077176094055)
2	dialogue_2019_e0fb6cddde32cd3daebf6a02eb2c680bcb45cddc	en	0.9751747846603394	A Reusable Tagset For The Morphologically Rich Language In Change: A Case Of Middle Russian	http://www.dialog-21.ru/media/4614/lyashevskayaon-163.pdf	TASK::Морфологический_анализ(0.7820539474487305)|TASK::Дистрибутивная_семантика(0.7455344200134277)|TASK::Проверка_правописания(0.7446125745773315)|TASK::Извлечение_именованных_сущностей(0.7071213126182556)|TASK::Синтаксический_анализ(0.7009068727493286)
3	ainl_2016_1427f443fcfdce2f6745cec5519954b092546a73	en	0.9741010665893555	A General Method Applicable to the Search for Anglicisms in Russian Social Network Texts	http://ieeexplore.ieee.org/document/7891854/	TASK::Проверка_правописания(0.7619034647941589)|TASK::Морфологический_анализ(0.7605084776878357)|TASK::Дистрибутивная_семантика(0.7341357469558716)|TASK::Извлечение_именованных_сущностей(0.7008387446403503)
4	dialogue_2011_81015f662b0a380fcac62adffe0e9e28c117bb9a	en	0.9731168150901794	Reflecting Accentuation In The Russian Morphological Dictionary Of The Multifunctional Linguistic Processor Etap-31	http://www.dialog-21.ru/media/1460/59.pdf	TASK::Морфологический_анализ(0.777480959892273)|TASK::Проверка_правописания(0.7457244396209717)|TASK::Дистрибутивная_семантика(0.7369524836540222)|TASK::Извлечение_именованных_сущностей(0.713740348815918)
5	aist_2015_3510e16a598e3df1f53950a7a95479454cfdc0f9	en	0.9722405672073364	Morphological Analyzer and Generator for Russian and Ukrainian Languages	https://link.springer.com/chapter/10.1007/978-3-319-26123-2_31	TASK::Морфологический_анализ(0.7720599174499512)|TASK::Проверка_правописания(0.7576332092285156)|TASK::Дистрибутивная_семантика(0.7375838160514832)|TASK::Извлечение_именованных_сущностей(0.7032609581947327)
6	dialogue_2016_a9a4187827028ec45dc3392f172c91190d91cfbf	en	0.9717720746994019	Developing a Polysynthetic Language Corpus: Problems and Solutions	http://www.dialog-21.ru/media/3379/arkhangelskiyta.pdf	TASK::Морфологический_анализ(0.7962489724159241)|TASK::Дистрибутивная_семантика(0.758571207523346)|TASK::Проверка_правописания(0.7394248247146606)|TASK::Синтаксический_анализ(0.7193604707717896)|TASK::Извлечение_именованных_сущностей(0.7086790800094604)
7	dialogue_2011_932991ab2d00dc921a169451422516953658d9e0	en	0.9716167449951172	Quality Assurance Tools In The Opencorpora Project	http://www.dialog-21.ru/media/1412/12.pdf	TASK::Морфологический_анализ(0.7759929895401001)|TASK::Дистрибутивная_семантика(0.7600184082984924)|TASK::Проверка_правописания(0.7495132684707642)|TASK::Извлечение_именованных_сущностей(0.7306382656097412)|TASK::Синтаксический_анализ(0.7154881954193115)|TASK::Cегментация_текста(0.7013705372810364)
8	ainl_2017_af1e0013d7e2784a32598ce84fcf3071a711944f	en	0.971333920955658	Morpheme Level Word Embedding	https://link.springer.com/chapter/10.1007%2F978-3-319-71746-3_13	TASK::Морфологический_анализ(0.7755117416381836)|TASK::Дистрибутивная_семантика(0.7689895629882812)|TASK::Проверка_правописания(0.7476866245269775)|TASK::Синтаксический_анализ(0.7154955863952637)|TASK::Извлечение_именованных_сущностей(0.7029589414596558)|TASK::Cегментация_текста(0.7016923427581787)
9	dialogue_2016_dc118c8dd5150205dedb176284e5191a69161ae1	en	0.9709206223487854	Grammatical Dictionary Generation Using Machine Learning Methods	http://www.dialog-21.ru/media/3414/mazurovam.pdf	TASK::Морфологический_анализ(0.7825591564178467)|TASK::Дистрибутивная_семантика(0.7588523030281067)|TASK::Проверка_правописания(0.7434768676757812)|TASK::Синтаксический_анализ(0.7080475091934204)|TASK::Извлечение_именованных_сущностей(0.7004896402359009)
10	dialogue_2016_0a4d7eec55e8209f61fa204af775861a55902c14	en	0.9707053899765015	Word Sense Frequency Of Similar Polysemous Words In Different Languages	http://www.dialog-21.ru/media/3395/iomdinbletal.pdf	TASK::Морфологический_анализ(0.756645679473877)|TASK::Проверка_правописания(0.7383719682693481)|TASK::Дистрибутивная_семантика(0.7348536849021912)|TASK::Извлечение_именованных_сущностей(0.712753176689148)

24.		dialogue_2012_9577168b37efef5c565150422f4152cc896ed336	en	Syntactic and semantic parser based on ABBYY Compreno linguistic technologies	http://www.dialog-21.ru/media/1386/anisimovich.pdf	TASK::Дистрибутивная_семантика(0.7906875610351562)|TASK::Морфологический_анализ(0.7857229709625244)|TASK::Синтаксический_анализ(0.728489100933075)|TASK::Проверка_правописания(0.7190108299255371)|TASK::Извлечение_именованных_сущностей(0.7159799933433533)
1	dialogue_2012_83e3b55807a9116b93aac4883a2afafb4c66ea44	en	0.989088237285614	ETAP Parser: state of the art	http://www.dialog-21.ru/media/1388/iomdin.pdf	TASK::Морфологический_анализ(0.769314169883728)|TASK::Дистрибутивная_семантика(0.7591845393180847)|TASK::Проверка_правописания(0.7379817962646484)|TASK::Извлечение_именованных_сущностей(0.7092474102973938)|TASK::Синтаксический_анализ(0.7021755576133728)
2	dialogue_2014_549d30855d3302722626eea0f4f6fce692d455e3	en	0.9882519245147705	The description of locative dependencies in a naturaL language processing model	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/LeontievAPPetrovaMA.pdf	TASK::Морфологический_анализ(0.7798234224319458)|TASK::Дистрибутивная_семантика(0.7781237363815308)|TASK::Проверка_правописания(0.7210713028907776)|TASK::Синтаксический_анализ(0.7143914699554443)|TASK::Извлечение_именованных_сущностей(0.7069828510284424)
3	dialogue_2010_9a68ac49595370279b9cd66c9cd0f98adb30803e	en	0.9872281551361084	Harmonizing tagsets for multilingual corpora via concept lattice	http://www.dialog-21.ru/media/1718/93.pdf	TASK::Морфологический_анализ(0.7811010479927063)|TASK::Дистрибутивная_семантика(0.776144802570343)|TASK::Проверка_правописания(0.7214096784591675)|TASK::Извлечение_именованных_сущностей(0.7196840047836304)|TASK::Синтаксический_анализ(0.7121849060058594)
4	dialogue_2016_a9a4187827028ec45dc3392f172c91190d91cfbf	en	0.9871081709861755	Developing a Polysynthetic Language Corpus: Problems and Solutions	http://www.dialog-21.ru/media/3379/arkhangelskiyta.pdf	TASK::Морфологический_анализ(0.7962489724159241)|TASK::Дистрибутивная_семантика(0.758571207523346)|TASK::Проверка_правописания(0.7394248247146606)|TASK::Синтаксический_анализ(0.7193604707717896)|TASK::Извлечение_именованных_сущностей(0.7086790800094604)
5	dialogue_2012_c560994a48589b9b2fd52b0aa93c4f4991e84558	en	0.9868800044059753	Russian dependency parser SyntAutom at the Dialogue-2012 parser evaluation task	http://www.dialog-21.ru/media/1387/98.pdf	TASK::Морфологический_анализ(0.7585961818695068)|TASK::Дистрибутивная_семантика(0.75339674949646)|TASK::Проверка_правописания(0.7352024912834167)|TASK::Синтаксический_анализ(0.7154337167739868)|TASK::Извлечение_именованных_сущностей(0.7047240734100342)
6	dialogue_2019_2ae11e31cca0b3255f6d974e3ca933a49b03d961	en	0.9866819381713867	An Anaphora Resolution System For Russian Based On Etap-4 Linguistic Processor	http://www.dialog-21.ru/media/4829/inshakovaes-167.pdf	TASK::Дистрибутивная_семантика(0.7857794761657715)|TASK::Морфологический_анализ(0.7829281091690063)|TASK::Проверка_правописания(0.7308640480041504)|TASK::Извлечение_именованных_сущностей(0.718835711479187)|TASK::Синтаксический_анализ(0.7178305387496948)
7	dialogue_2014_b630b20e0466993aab02a76be74f028983236935	en	0.985853910446167	The experience of building industrial-strength parser for arabic	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/StrebkovDY.pdf	TASK::Морфологический_анализ(0.7935894727706909)|TASK::Дистрибутивная_семантика(0.7751773595809937)|TASK::Проверка_правописания(0.7514168620109558)|TASK::Синтаксический_анализ(0.7488892078399658)|TASK::Извлечение_именованных_сущностей(0.7200077176094055)
8	dialogue_2013_643efb2f5d56bf20dd7d2e3c50c35a6aa497ab26	en	0.9854212999343872	Computational Treatment of Support Verb Constructions in Italian and in Russian	http://www.dialog-21.ru/media/1225/benigniv-cottaramusinop.pdf	TASK::Морфологический_анализ(0.770717978477478)|TASK::Дистрибутивная_семантика(0.7631590366363525)|TASK::Проверка_правописания(0.7310697436332703)|TASK::Синтаксический_анализ(0.7103997468948364)|TASK::Извлечение_именованных_сущностей(0.7058492302894592)
9	dialogue_2012_7933dcfb64ad04133d4a7c37758d4f5da2810204	en	0.984754741191864	A Unified Analysis of Clitic Clusters in World’s Languages	http://www.dialog-21.ru/media/1377/158.pdf	TASK::Морфологический_анализ(0.7825644016265869)|TASK::Дистрибутивная_семантика(0.760282576084137)|TASK::Проверка_правописания(0.7083125114440918)
10	dialogue_2013_3cc6fc1cb591614dbfcf9de72afcecb94a29984a	en	0.9847354888916016	Description of the Russian external possessor construction in a natural language processing system	http://www.dialog-21.ru/media/1229/bogdanovav.pdf	TASK::Дистрибутивная_семантика(0.7667115330696106)|TASK::Морфологический_анализ(0.7665064334869385)|TASK::Извлечение_именованных_сущностей(0.7163969278335571)|TASK::Проверка_правописания(0.7156327962875366)

25.		dialogue_2013_67593c77c4471d62e33dd08afab4dfc231ecbcde	en	Development of Lexical Basis for the Universal Dictionary of Unl Concepts	http://www.dialog-21.ru/media/1238/dikonovv.pdf	TASK::Морфологический_анализ(0.7616260647773743)|TASK::Дистрибутивная_семантика(0.7542304992675781)|TASK::Проверка_правописания(0.7307630777359009)|TASK::Синтаксический_анализ(0.71409010887146)|TASK::Извлечение_именованных_сущностей(0.7127859592437744)
1	dialogue_2015_064ebfb9508fb3771108746070cf2f669b8bf76a	en	0.9839221239089966	Russian Thesauri as Linked Open Data	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/UstalovDA.pdf	TASK::Дистрибутивная_семантика(0.7780430316925049)|TASK::Морфологический_анализ(0.7670148611068726)|TASK::Синтаксический_анализ(0.7249619364738464)|TASK::Тематическое_моделирование(0.7247927188873291)|TASK::Извлечение_именованных_сущностей(0.7213492393493652)|TASK::Проверка_правописания(0.7187684774398804)|TASK::Тезаурусы(0.7109522819519043)|TASK::Информационный_поиск(0.7064197659492493)|TASK::Cегментация_текста(0.7053543329238892)
2	dialogue_2014_262ccdb84da9eb460eebee5ab33f7f53f2221fb4	en	0.9836336970329285	Ruthes-Lite, a publicly available version of thesaurus of Russian language RuThes	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/LoukachevitchNV.pdf	TASK::Морфологический_анализ(0.7665112018585205)|TASK::Дистрибутивная_семантика(0.7601140141487122)|TASK::Извлечение_именованных_сущностей(0.7435791492462158)|TASK::Проверка_правописания(0.7103590369224548)|TASK::Тематическое_моделирование(0.7022149562835693)
3	dialogue_2015_057c0e0d8f09d4930b81f09a47b43c1e55cdf0f3	en	0.9824296832084656	Russian lexicographic landscape: a tale of 12 dictionaries	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/KiselevYABraslavskiPIetal.pdf	TASK::Морфологический_анализ(0.7763396501541138)|TASK::Проверка_правописания(0.7306046485900879)|TASK::Дистрибутивная_семантика(0.7273060083389282)
4	ainl_2016_1427f443fcfdce2f6745cec5519954b092546a73	en	0.9811440706253052	A General Method Applicable to the Search for Anglicisms in Russian Social Network Texts	http://ieeexplore.ieee.org/document/7891854/	TASK::Проверка_правописания(0.7619034647941589)|TASK::Морфологический_анализ(0.7605084776878357)|TASK::Дистрибутивная_семантика(0.7341357469558716)|TASK::Извлечение_именованных_сущностей(0.7008387446403503)
5	dialogue_2015_f1482eb4242e69961c4f3a86c25de502e2db46ec	en	0.9810888767242432	Model-based WSA as means of new language integration into a multilingual lexical-semantic database with Interlingua	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/GoncharovaMBetal.pdf	TASK::Морфологический_анализ(0.7854818105697632)|TASK::Дистрибутивная_семантика(0.7820053100585938)|TASK::Проверка_правописания(0.721152663230896)|TASK::Извлечение_именованных_сущностей(0.7196897268295288)|TASK::Синтаксический_анализ(0.7146841287612915)|TASK::Тематическое_моделирование(0.7060802578926086)
6	dialogue_2018_a98a147c789cea9ebc1404f527dec0512681e7b0	en	0.9800645709037781	Semi-automatic Integration of a New Language into a Multilingual Nlp Model: the Case of Japanese	http://www.dialog-21.ru/media/4326/petrovama.pdf	TASK::Морфологический_анализ(0.776842474937439)|TASK::Дистрибутивная_семантика(0.7697622179985046)|TASK::Проверка_правописания(0.7279074192047119)|TASK::Синтаксический_анализ(0.7168931365013123)|TASK::Извлечение_именованных_сущностей(0.7148940563201904)|TASK::Тематическое_моделирование(0.7053684592247009)
7	ainl_2017_566b8fff531db8ea5d7e1cd0193c8b79c24020e4	en	0.980036735534668	Corpus of Syntactic Co-occurrences: a Delayed Promise	https://link.springer.com/chapter/10.1007/978-3-319-71746-3_11	TASK::Морфологический_анализ(0.7630165815353394)|TASK::Проверка_правописания(0.7392022609710693)|TASK::Дистрибутивная_семантика(0.730859637260437)|TASK::Извлечение_именованных_сущностей(0.7045519351959229)
8	dialogue_2016_b9e0904dcf163e6822d1efe0f77ebc34148178e1	en	0.9786437749862671	Creating Russian Wordnet By Conversion	http://www.dialog-21.ru/media/3409/loukachevitchnvetal.pdf	TASK::Морфологический_анализ(0.7751530408859253)|TASK::Дистрибутивная_семантика(0.7705738544464111)|TASK::Извлечение_именованных_сущностей(0.7332515716552734)|TASK::Проверка_правописания(0.7014914751052856)
9	dialogue_2016_0a4d7eec55e8209f61fa204af775861a55902c14	en	0.9775011539459229	Word Sense Frequency Of Similar Polysemous Words In Different Languages	http://www.dialog-21.ru/media/3395/iomdinbletal.pdf	TASK::Морфологический_анализ(0.756645679473877)|TASK::Проверка_правописания(0.7383719682693481)|TASK::Дистрибутивная_семантика(0.7348536849021912)|TASK::Извлечение_именованных_сущностей(0.712753176689148)
10	aist_2017_bbe4a867b8a7e3b68c18fb71468a2acae0addb95	en	0.9774667024612427	A Morphological Processor for Russian with Extended Functionality	https://link.springer.com/chapter/10.1007/978-3-319-73013-4_3	TASK::Морфологический_анализ(0.7997828722000122)|TASK::Дистрибутивная_семантика(0.7628867626190186)|TASK::Проверка_правописания(0.7492411136627197)|TASK::Cегментация_текста(0.7201347351074219)|TASK::Синтаксический_анализ(0.7157852053642273)|TASK::Извлечение_именованных_сущностей(0.7109628915786743)

26.		dialogue_2014_7b482dc59ce6ed3a99f45eafed6ef078dea83b79	en	Ontology and Integration of Formal and Lexical Semantics	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/BorschevVBParteeBH.pdf	TASK::Дистрибутивная_семантика(0.769871711730957)|TASK::Морфологический_анализ(0.7619913816452026)|TASK::Извлечение_именованных_сущностей(0.7207604646682739)|TASK::Проверка_правописания(0.7070852518081665)
1	dialogue_2014_0148d45ccdd3bb09390fadb459ecd6222d4d9738	en	0.9834654331207275	Towards a fine-grained description of intensifying adjectives for text processing	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/MilicevicJTimoshenkoS.pdf	TASK::Морфологический_анализ(0.7690799236297607)|TASK::Дистрибутивная_семантика(0.7603553533554077)|TASK::Извлечение_именованных_сущностей(0.7172829508781433)|TASK::Проверка_правописания(0.7172371745109558)
2	dialogue_2017_bf2a7948a7d8d95763359cda45847385a6c8faeb	en	0.9821412563323975	Semantic Descriptions for a Text Understanding System	http://www.dialog-21.ru/media/3904/boguslavskyi.pdf	TASK::Дистрибутивная_семантика(0.7655167579650879)|TASK::Морфологический_анализ(0.7540962100028992)|TASK::Извлечение_именованных_сущностей(0.7284406423568726)|TASK::Проверка_правописания(0.7075290679931641)|TASK::Тематическое_моделирование(0.7030376195907593)
3	ainl_2018_4a1cfa0d5590039527787019b48066f0c9fffadb	en	0.980539083480835	Automatic Mining of Discourse Connectives for Russian	https://link.springer.com/chapter/10.1007/978-3-030-01204-5_8	TASK::Морфологический_анализ(0.7770029306411743)|TASK::Дистрибутивная_семантика(0.7713297605514526)|TASK::Извлечение_именованных_сущностей(0.7223482728004456)
4	dialogue_2012_83e3b55807a9116b93aac4883a2afafb4c66ea44	en	0.9792852997779846	ETAP Parser: state of the art	http://www.dialog-21.ru/media/1388/iomdin.pdf	TASK::Морфологический_анализ(0.769314169883728)|TASK::Дистрибутивная_семантика(0.7591845393180847)|TASK::Проверка_правописания(0.7379817962646484)|TASK::Извлечение_именованных_сущностей(0.7092474102973938)|TASK::Синтаксический_анализ(0.7021755576133728)
5	ainl_2016_aeb2c5f4c3aa9a5381a35d89991b41901794381d	en	0.9786427617073059	Multiword Expressions in Russian Thesauri Ruthes and Ruwordnet	http://ieeexplore.ieee.org/document/7891859/	TASK::Дистрибутивная_семантика(0.7822465300559998)|TASK::Морфологический_анализ(0.778226375579834)|TASK::Извлечение_именованных_сущностей(0.7429112792015076)
6	dialogue_2012_8787cfea7a25b69b5dba56ed3eeb7289673561f4	en	0.9784689545631409	Constructing a lexico-typological database (for a study of pain predicates)	http://www.dialog-21.ru/media/1337/100.pdf	TASK::Морфологический_анализ(0.760007381439209)|TASK::Дистрибутивная_семантика(0.7506793737411499)|TASK::Извлечение_именованных_сущностей(0.7206073999404907)|TASK::Проверка_правописания(0.7185773849487305)
7	dialogue_2016_0d16ab0f2f3491f42cb6434cd830cf3a8a69a1bd	en	0.9781602025032043	Estimating Syntagmatic Association Strength Using Distributional Word Representations	http://www.dialog-21.ru/media/3385/bukiagtetal.pdf	TASK::Морфологический_анализ(0.7832498550415039)|TASK::Дистрибутивная_семантика(0.7814818620681763)|TASK::Извлечение_именованных_сущностей(0.7194099426269531)|TASK::Проверка_правописания(0.714663028717041)
8	dialogue_2014_75531e050603272e11bb86bf56ddd50b0015fe9f	en	0.9778591394424438	A Multi-faceted approach to reference resolution in English and Russian	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/McShaneM.pdf	TASK::Дистрибутивная_семантика(0.7576240301132202)|TASK::Морфологический_анализ(0.7558404207229614)|TASK::Проверка_правописания(0.7255547046661377)|TASK::Извлечение_именованных_сущностей(0.7195179462432861)|TASK::Тематическое_моделирование(0.7049845457077026)
9	dialogue_2012_9577168b37efef5c565150422f4152cc896ed336	en	0.9777523279190063	Syntactic and semantic parser based on ABBYY Compreno linguistic technologies	http://www.dialog-21.ru/media/1386/anisimovich.pdf	TASK::Дистрибутивная_семантика(0.7906875610351562)|TASK::Морфологический_анализ(0.7857229709625244)|TASK::Синтаксический_анализ(0.728489100933075)|TASK::Проверка_правописания(0.7190108299255371)|TASK::Извлечение_именованных_сущностей(0.7159799933433533)
10	dialogue_2013_fef02d948d08f3d83c7d603ef7a78c2ff82f4000	en	0.9771164059638977	Using Basic Syntactic Relations for Sentiment Analysis	http://www.dialog-21.ru/media/1268/mavljutovrr.pdf	TASK::Морфологический_анализ(0.7533838748931885)|TASK::Дистрибутивная_семантика(0.7504132986068726)|TASK::Проверка_правописания(0.7250547409057617)|TASK::Извлечение_именованных_сущностей(0.7222499847412109)|TASK::Анализ_тональности(0.7155235409736633)

27.		dialogue_2014_19122ea4d4e9f052fda3a7d65d9d6fa88dcaad5b	en	Sententional arguments and event structure	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/ZimmerlingAV.pdf	TASK::Дистрибутивная_семантика(0.739508867263794)|TASK::Морфологический_анализ(0.7385233640670776)|TASK::Проверка_правописания(0.7084886431694031)
1	dialogue_2013_0bd8e22d96bce1f8490f95c96b4452802d148e28	en	0.9903100728988647	Transitive impersonals in Slavic and Germanic: zero subjects and thematic relations	http://www.dialog-21.ru/media/1298/zimmerlingav.pdf	TASK::Морфологический_анализ(0.7447091341018677)|TASK::Дистрибутивная_семантика(0.7388887405395508)|TASK::Проверка_правописания(0.7050967812538147)|TASK::Извлечение_именованных_сущностей(0.7011220455169678)
2	dialogue_2015_58fb067c791846681ad5fc4e612ed26180d92307	en	0.9846863746643066	The Case of Russian Subject Pro in Machine Translation System	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/BogdanovAVGorbunovaIM.pdf	TASK::Дистрибутивная_семантика(0.7391692399978638)|TASK::Морфологический_анализ(0.7353804707527161)|TASK::Проверка_правописания(0.7091447114944458)
3	dialogue_2015_069c945a59db52a1cfc547e2030991d9a35d856d	en	0.9812586307525635	Approaching V2: verb second and verb movement	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/ZimmerlingAVLyutikovaEA.pdf	TASK::Морфологический_анализ(0.7623552083969116)|TASK::Дистрибутивная_семантика(0.7416065335273743)|TASK::Проверка_правописания(0.7153379917144775)
4	dialogue_2019_2ae11e31cca0b3255f6d974e3ca933a49b03d961	en	0.978894054889679	An Anaphora Resolution System For Russian Based On Etap-4 Linguistic Processor	http://www.dialog-21.ru/media/4829/inshakovaes-167.pdf	TASK::Дистрибутивная_семантика(0.7857794761657715)|TASK::Морфологический_анализ(0.7829281091690063)|TASK::Проверка_правописания(0.7308640480041504)|TASK::Извлечение_именованных_сущностей(0.718835711479187)|TASK::Синтаксический_анализ(0.7178305387496948)
5	dialogue_2017_5ac351a68efb56b2e92cf5ea32d54067bbf2439d	en	0.9779795408248901	‘Tensed’ And ‘Non-Tensed’ Predicatives In Russian	http://www.dialog-21.ru/media/3923/letuchiyab.pdf	TASK::Морфологический_анализ(0.7204171419143677)|TASK::Дистрибутивная_семантика(0.713331937789917)|TASK::Проверка_правописания(0.7038153409957886)
6	dialogue_2005_ed84ad87736180089a879a6c7b428c0f04cb0108	en	0.9765455722808838	Weak Noun Phrases: Semantics and Syntax	http://www.dialog-21.ru/media/2412/partee_dialog2005.pdf	TASK::Дистрибутивная_семантика(0.7742308378219604)|TASK::Морфологический_анализ(0.7480329871177673)|TASK::Проверка_правописания(0.7202320098876953)
7	dialogue_2011_438f2428713ec12f0d17804cbec5d405e3590e12	en	0.975772500038147	Scrambling Types In The Slavic Languages	http://www.dialog-21.ru/media/1472/71.pdf	TASK::Морфологический_анализ(0.7652597427368164)|TASK::Дистрибутивная_семантика(0.7496248483657837)|TASK::Проверка_правописания(0.7272856831550598)
8	dialogue_2011_1fdab93fd58dc25e352d99380b3db73e78e8aa94	en	0.9752373695373535	Accent Placement Principles In Russian	http://www.dialog-21.ru/media/1469/68.pdf	TASK::Морфологический_анализ(0.7362257242202759)|TASK::Проверка_правописания(0.7325823307037354)|TASK::Дистрибутивная_семантика(0.728208601474762)|TASK::Извлечение_именованных_сущностей(0.7034099698066711)
9	dialogue_2014_ff211fd207857cd8dd5df5cafd5fa650acae9252	en	0.9750761389732361	“vchera Nasochinyalsya Voroh Strok”: Productive Circumfixal Intensifying Patterns in Russian	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/NedoluzhkoAYuKhoroshkinaAS.pdf	TASK::Морфологический_анализ(0.7445427179336548)|TASK::Дистрибутивная_семантика(0.7178405523300171)|TASK::Проверка_правописания(0.7135822772979736)
10	dialogue_2011_28dad8a86d23abd6d9ae3a750af08ec11948bbaa	en	0.9744896292686462	Semi-tagged Corpora Method Exemplified With A Study Of Ossetic Nominalization	http://www.dialog-21.ru/media/1425/25.pdf	TASK::Морфологический_анализ(0.7815520763397217)|TASK::Дистрибутивная_семантика(0.7581244707107544)|TASK::Проверка_правописания(0.7221219539642334)|TASK::Извлечение_именованных_сущностей(0.7055336833000183)

28.		dialogue_2015_87b497262b42d4d275a0394ff6bf9c92d9a2afc7	en	Extracting aspects, sentiment and categories of aspects in user reviews about restaurants and cars	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/IvanovVVetal.pdf	TASK::Морфологический_анализ(0.7549775838851929)|TASK::Дистрибутивная_семантика(0.7481808662414551)|TASK::Тематическое_моделирование(0.7149091958999634)|TASK::Анализ_тональности(0.7124682664871216)|TASK::Извлечение_именованных_сущностей(0.7106168270111084)|TASK::Проверка_правописания(0.7034343481063843)
1	dialogue_2015_134cb8995dd20f4bb853702b63e9edadc2c7df2f	en	0.9930335879325867	Semantic Similarity for Aspect‑based Sentiment Analysis	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/BlinovPDKotelnikovEV.pdf	TASK::Морфологический_анализ(0.74872887134552)|TASK::Дистрибутивная_семантика(0.7374404668807983)|TASK::Анализ_тональности(0.7104410529136658)|TASK::Извлечение_именованных_сущностей(0.7072137594223022)|TASK::Проверка_правописания(0.7045410871505737)|TASK::Тематическое_моделирование(0.7013899683952332)
2	dialogue_2015_6e1f13dd827d92f1a0900435f28e1829c76fcd01	en	0.9914918541908264	A high precision method for aspect extraction in Russian	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/MayorovVDetal.pdf	TASK::Морфологический_анализ(0.7556600570678711)|TASK::Дистрибутивная_семантика(0.7438149452209473)|TASK::Извлечение_именованных_сущностей(0.7235002517700195)|TASK::Тематическое_моделирование(0.7099003195762634)|TASK::Проверка_правописания(0.7095911502838135)
3	dialogue_2014_996aa430f6b2dc398c1e5212162ee6b5f17f189a	en	0.9899489879608154	Using Distributed Representations for Aspect-based Sentiment Analysis	http://www.dialog-21.ru/digests/dialog2014/materials/pdf/BlinovPDKotelnikovEV.pdf	TASK::Дистрибутивная_семантика(0.7479375600814819)|TASK::Морфологический_анализ(0.7462249398231506)|TASK::Анализ_тональности(0.7155632972717285)|TASK::Извлечение_именованных_сущностей(0.711194634437561)|TASK::Проверка_правописания(0.7033970952033997)|TASK::Тематическое_моделирование(0.7032145261764526)
4	dialogue_2015_c95629fb9bd77ddca47604357255746d7a6487a0	en	0.9890264272689819	SentiRuEval: testing object-oriented sentiment analysis systems in Russian	http://www.dialog-21.ru/digests/dialog2015/materials/pdf/LoukachevitchNVetal.pdf	TASK::Морфологический_анализ(0.739821195602417)|TASK::Дистрибутивная_семантика(0.7273339629173279)|TASK::Анализ_тональности(0.7253988981246948)|TASK::Извлечение_именованных_сущностей(0.7077978849411011)|TASK::Тематическое_моделирование(0.7074954509735107)|TASK::Проверка_правописания(0.7022542953491211)
5	aist_2016_1356a10e62120390fc319a721150bfbe9482eed3	en	0.9876013398170471	Constructing Aspect-based Sentiment Lexicons with Topic Modeling	https://link.springer.com/chapter/10.1007/978-3-319-52920-2_20	TASK::Морфологический_анализ(0.7568777799606323)|TASK::Дистрибутивная_семантика(0.7552629709243774)|TASK::Анализ_тональности(0.7256127595901489)|TASK::Тематическое_моделирование(0.7145588397979736)|TASK::Извлечение_именованных_сущностей(0.712085485458374)|TASK::Проверка_правописания(0.7099810838699341)
